Status,PO #,Ship Date,Item,Description,Notes,Date Sent from SF,Diamond ETA,Insurance Value,Drop Ship?,Actual Ship Date,Date Created,SO#,Tracking #,Quantity,Upload?,Portal URL
"None,Shipped",429468,"Oct. 28, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S3,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 3","Set with: - Dia stock # 3357292A 1.37 Carat, Round, Super Ideal Cut, E Color, SI2 Clarity, 7.10 x 7.07 x 4.39 Measurements, Origin: Lab Created  - Cert # 371916408  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:2152.00","Oct. 22, 2019","Oct. 24, 2019",2944.00,No,"Oct. 28, 2019","Oct. 19, 2019 22:03:11",Sales Order #2019480126,776826779260,1,No,https://partner.brilliantearth.com/production/record-164995/
"None,Shipped",429482,"Oct. 28, 2019",,,,,,,No,"Oct. 28, 2019","Oct. 20, 2019 03:03:05",Sales Order #2019480291,776826779260,,No,https://partner.brilliantearth.com/production/record-165045/
"None,Shipped",429482,"Oct. 28, 2019",BE1D54LC : BE1D54LC-18KW-N-S5,"18K White Gold Petite Twisted Vine Lab Diamond Ring, Size 5",Set with: - Stock # MO6.0RD1 - Description 6mm Super Premium Round Moissanite Arriving from SF on 10/22/2019   Stone Insurance Value:520.00,"Oct. 21, 2019",,1472.00,No,"Oct. 28, 2019","Oct. 20, 2019 03:03:05",Sales Order #2019480291,776826779260,1,No,https://partner.brilliantearth.com/production/record-165045/
"None,Shipped",429485,"Oct. 29, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 29, 2019","Oct. 20, 2019 07:33:09",Sales Order #2019479649,776840326590,,No,https://partner.brilliantearth.com/production/record-165056/
"None,Shipped",429485,"Oct. 29, 2019",BE1D225LC : BE1D225LC-18KY-N-S55,"18K Yellow Gold Selene Lab Diamond Ring, Size 5.5","Set with: - Dia stock # 3485255A 1.20 Carat, Oval, Very Good Cut, J Color, SI1 Clarity, 8.13 x 5.86 x 3.74 Measurements, Origin: Lab Created  - Cert # 384947593  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:1456.00","Oct. 25, 2019","Oct. 25, 2019",2248.00,No,"Oct. 29, 2019","Oct. 20, 2019 07:33:09",Sales Order #2019479649,776840326590,1,No,https://partner.brilliantearth.com/production/record-165056/
"None,Shipped",429516,"Oct. 29, 2019",,,,,,,No,"Oct. 29, 2019","Oct. 20, 2019 13:34:33",Sales Order #2019480356,776840326590,,No,https://partner.brilliantearth.com/production/record-164967/
"None,Shipped",429516,"Oct. 29, 2019",BE1D54 : BE1D54-18KW-N-S9,"18K White Gold Petite Twisted Vine Diamond Ring, Size 9",Set with: - Stock # AQBZ9.0CU3 - Description 9mm Fine Cushion Aquamarine Arriving from SF on 10/22/2019   Stone Insurance Value:920.00,"Oct. 21, 2019",,1872.00,No,"Oct. 29, 2019","Oct. 20, 2019 13:34:33",Sales Order #2019480356,776840326590,1,No,https://partner.brilliantearth.com/production/record-164967/
"None,Shipped",429516,"Oct. 29, 2019",Mold,,,,,,No,"Oct. 29, 2019","Oct. 20, 2019 13:34:33",,776840326590,1,No,https://partner.brilliantearth.com/production/record-164967/
"Ready to Invoice,Shipped",429540,"Oct. 28, 2019",,,,,,,No,"Oct. 28, 2019","Oct. 20, 2019 16:04:44",Sales Order #2019480386,776826779260,,No,https://partner.brilliantearth.com/production/record-165140/
"Ready to Invoice,Shipped",429540,"Oct. 28, 2019",BE1PD25R25 : BE1PD25R25-18KW-N-S625,"18K White Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 6.25",Set with: - Stock # AQBZ8.0RD3 - Description 8mm Fine Round Aquamarine Arriving from SF on 10/23/2019   Stone Insurance Value:760.00,"Oct. 22, 2019",,1552.00,No,"Oct. 28, 2019","Oct. 20, 2019 16:04:44",Sales Order #2019480386,776826779260,1,No,https://partner.brilliantearth.com/production/record-165140/
"None,Shipped",429612,"Oct. 30, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 30, 2019","Oct. 20, 2019 22:25:53",Sales Order #2019480333,776851448322,,No,https://partner.brilliantearth.com/production/record-165190/
"None,Shipped",429612,"Oct. 30, 2019",BE1PD25R25 : BE1PD25R25-18KW-N-S6,"18K White Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 6","Set with: - Dia stock # 3314783A 0.99 Carat, Round, Very Good Cut, H Color, SI2 Clarity, 6.27 x 6.24 x 3.98 Measurements, Origin: Botswana Sort  - Cert # 371996657  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:2184.00","Oct. 25, 2019","Oct. 25, 2019",3008.00,No,"Oct. 30, 2019","Oct. 20, 2019 22:25:53",Sales Order #2019480333,776851448322,1,No,https://partner.brilliantearth.com/production/record-165190/
"Ready to Invoice,Shipped",429619,"Oct. 29, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 29, 2019","Oct. 20, 2019 22:29:41",Sales Order #2019480370,776840326590,,No,https://partner.brilliantearth.com/production/record-165174/
"Ready to Invoice,Shipped",429619,"Oct. 29, 2019",BE1D32H : BE1D32H-18KW-N-S45,"18K White Gold Odessa Diamond Ring, Size 4.5","Set with: - Dia stock # 3234539A 0.54 Carat, Cushion, Ideal Cut, G Color, VVS2 Clarity, 4.77 x 4.60 x 3.10 Measurements, Origin: Canada  - Cert # 2326427617  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:864.00","Oct. 25, 2019","Oct. 25, 2019",1976.00,No,"Oct. 29, 2019","Oct. 20, 2019 22:29:41",Sales Order #2019480370,776840326590,1,No,https://partner.brilliantearth.com/production/record-165174/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",429621,"Oct. 28, 2019",,,,,"Oct. 23, 2019",,Yes,"Oct. 28, 2019","Oct. 20, 2019 22:30:50",Sales Order #2019480375,,,No,https://partner.brilliantearth.com/production/record-165631/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",429621,"Oct. 28, 2019",BE164LC : BE164LC-PT-N-S55,"Platinum Luxe Ballad Lab Diamond Ring, Size 5.5","Set with: - Dia stock # 3494475A 2.60 Carat, Round, Very Good Cut, J Color, VS2 Clarity, 8.96 x 8.93 x 5.34 Measurements, Origin: Lab Created  - Cert # 190000144100  -Inscription: No  Arriving from San Francisco on 10/24/2019   Stone Insurance Value:4240.00","Oct. 22, 2019","Oct. 23, 2019",5560.00,Yes,"Oct. 28, 2019","Oct. 20, 2019 22:30:50",Sales Order #2019480375,,1,No,https://partner.brilliantearth.com/production/record-165631/
"None,Shipped",429628,"Oct. 29, 2019",,,,,"Oct. 24, 2019",,No,"Oct. 29, 2019","Oct. 20, 2019 22:35:04",Sales Order #2019480395,776840326590,,No,https://partner.brilliantearth.com/production/record-165180/
"None,Shipped",429628,"Oct. 29, 2019",BE1D54LC : BE1D54LC-18KY-N-S5,"18K Yellow Gold Petite Twisted Vine Lab Diamond Ring, Size 5","Set with: - Dia stock # 3488449A 0.85 Carat, Oval, Very Good Cut, G Color, VVS2 Clarity, 7.59 x 5.37 x 3.18 Measurements, Origin: Lab Created  - Cert # 389984177  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:1104.00","Oct. 23, 2019","Oct. 24, 2019",2056.00,No,"Oct. 29, 2019","Oct. 20, 2019 22:35:04",Sales Order #2019480395,776840326590,1,No,https://partner.brilliantearth.com/production/record-165180/
"None,Shipped",429630,"Oct. 29, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 29, 2019","Oct. 20, 2019 22:36:13",Sales Order #2019480397,776840326590,,No,https://partner.brilliantearth.com/production/record-165181/
"None,Shipped",429630,"Oct. 29, 2019",BE1D225 : BE1D225-18KW-N-S55,"18K White Gold Selene Diamond Ring, Size 5.5","Set with: - Dia stock # 3237465A 0.50 Carat, Cushion, Very Good Cut, G Color, VS1 Clarity, 4.89 x 4.29 x 2.97 Measurements, Origin: Botswana Sort  - Cert # 1323385305  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:792.00","Oct. 25, 2019","Oct. 25, 2019",1584.00,No,"Oct. 29, 2019","Oct. 20, 2019 22:36:13",Sales Order #2019480397,776840326590,1,No,https://partner.brilliantearth.com/production/record-165181/
"None,Shipped",429633,"Oct. 30, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 30, 2019","Oct. 20, 2019 22:37:50",Sales Order #2019480403,776851448322,,No,https://partner.brilliantearth.com/production/record-165207/
"None,Shipped",429633,"Oct. 30, 2019",BE1D54 : BE1D54-18KW-N-S7,"18K White Gold Petite Twisted Vine Diamond Ring, Size 7","Set with: - Dia stock # 3248934A 1.01 Carat, Princess, Very Good Cut, J Color, SI2 Clarity, 5.28 x 5.24 x 4.02 Measurements, Origin: Botswana Sort  - Cert # 1329282360  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:1912.00","Oct. 25, 2019","Oct. 25, 2019",2864.00,No,"Oct. 30, 2019","Oct. 20, 2019 22:37:50",Sales Order #2019480403,776851448322,1,No,https://partner.brilliantearth.com/production/record-165207/
"None,Shipped",429637,"Oct. 30, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 30, 2019","Oct. 20, 2019 22:40:12",Sales Order #2019480445,776851448322,,No,https://partner.brilliantearth.com/production/record-165237/
"None,Shipped",429637,"Oct. 30, 2019",BE1D54 : BE1D54-18KW-N-S8,"18K White Gold Petite Twisted Vine Diamond Ring, Size 8","Set with: - Dia stock # 3491905A 0.77 Carat, Oval, Super Ideal Cut, F Color, IF Clarity, 7.25 x 5.02 x 3.17 Measurements, Origin: Russia  - Cert # 2337844489  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:2560.00","Oct. 25, 2019","Oct. 25, 2019",3512.00,No,"Oct. 30, 2019","Oct. 20, 2019 22:40:12",Sales Order #2019480445,776851448322,1,No,https://partner.brilliantearth.com/production/record-165237/
"None,Shipped",429639,"Oct. 28, 2019",,,,,"Oct. 24, 2019",,No,"Oct. 28, 2019","Oct. 20, 2019 22:41:20",Sales Order #2019480449,776826779260,,No,https://partner.brilliantearth.com/production/record-165220/
"None,Shipped",429639,"Oct. 28, 2019",BE1D54LC : BE1D54LC-18KW-N-S5,"18K White Gold Petite Twisted Vine Lab Diamond Ring, Size 5","Set with: - Dia stock # 3487325A 0.82 Carat, Round, Super Ideal Cut, E Color, SI1 Clarity, 5.99 x 5.98 x 3.71 Measurements, Origin: Lab Created  - Cert # 384954284  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:896.00","Oct. 24, 2019","Oct. 24, 2019",1848.00,No,"Oct. 28, 2019","Oct. 20, 2019 22:41:20",Sales Order #2019480449,776826779260,1,No,https://partner.brilliantearth.com/production/record-165220/
None,429647,"Nov. 01, 2019",,,,,"Oct. 28, 2019",,No,,"Oct. 20, 2019 23:06:43",Sales Order #2019480417,776851448322,,No,https://partner.brilliantearth.com/production/record-165209/
None,429647,"Nov. 01, 2019",BE1PD25R25 : BE1PD25R25-18KY-N-S75,"18K Yellow Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 7.5","Set with: - Dia stock # 3176363A 0.30 Carat, Round, Very Good Cut, E Color, SI1 Clarity, 4.27 x 4.24 x 2.67 Measurements, Origin: Botswana Sort  - Cert # 2317950554  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:392.00","Oct. 28, 2019","Oct. 28, 2019",1184.00,No,,"Oct. 20, 2019 23:06:43",Sales Order #2019480417,776851448322,1,No,https://partner.brilliantearth.com/production/record-165209/
"None,Shipped",429655,"Oct. 30, 2019",,,,,"Oct. 28, 2019",,No,"Oct. 30, 2019","Oct. 21, 2019 00:03:01",Sales Order #2019167403,776851448322,,No,https://partner.brilliantearth.com/production/record-165187/
"None,Shipped",429655,"Oct. 30, 2019",BE1D54 : BE1D54-18KW-N-S55,"18K White Gold Petite Twisted Vine Diamond Ring, Size 5.5","Set with: - Dia stock # 3296996A 0.40 Carat, Round, Ideal Cut, F Color, VVS2 Clarity, 4.72 x 4.68 x 2.95 Measurements, Origin: Botswana Sort  - Cert # 2297439625  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:896.00","Oct. 28, 2019","Oct. 28, 2019",1848.00,No,"Oct. 30, 2019","Oct. 21, 2019 00:03:01",Sales Order #2019167403,776851448322,1,No,https://partner.brilliantearth.com/production/record-165187/
"None,Shipped",429690,"Oct. 30, 2019",,,,,"Oct. 24, 2019",,No,"Oct. 30, 2019","Oct. 21, 2019 05:03:28",Sales Order #2019480372,776851448322,,No,https://partner.brilliantearth.com/production/record-165175/
"None,Shipped",429690,"Oct. 30, 2019",BE150BD12R8LC : BE150BD12R8LC-18KY-N-S6,"18K Yellow Gold Tiara Lab Diamond Ring, Size 6","Set with: - Dia stock # 3487500A 1.41 Carat, Marquise, Very Good Cut, E Color, VS2 Clarity, 10.76 x 6.07 x 3.75 Measurements, Origin: Lab Created  - Cert # LG11355809  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:2976.00","Oct. 22, 2019","Oct. 24, 2019",3816.00,No,"Oct. 30, 2019","Oct. 21, 2019 05:03:28",Sales Order #2019480372,776851448322,1,No,https://partner.brilliantearth.com/production/record-165175/
"Ready to Invoice,Shipped",429691,"Oct. 31, 2019",,,,,,,No,"Oct. 31, 2019","Oct. 21, 2019 05:04:22",Sales Order #2019480478,776840326590,,No,https://partner.brilliantearth.com/production/record-165251/
"Ready to Invoice,Shipped",429691,"Oct. 31, 2019",BE1D32H : BE1D32H-14KR-N-S75,"14K Rose Gold Odessa Diamond Ring, Size 7.5",Set with: - Stock # MGMZ8.0CU3 - Description 8mm Peach Cushion Morganite Arriving from SF on 10/22/2019   Stone Insurance Value:680.00,"Oct. 22, 2019",,1792.00,No,"Oct. 31, 2019","Oct. 21, 2019 05:04:22",Sales Order #2019480478,776840326590,1,No,https://partner.brilliantearth.com/production/record-165251/
"Ready to Invoice,Shipped",429747,"Oct. 25, 2019",,,,,"Oct. 22, 2019",,No,"Oct. 25, 2019","Oct. 21, 2019 08:18:08",Sales Order #2019480471,,,No,https://partner.brilliantearth.com/production/record-165134/
"Ready to Invoice,Shipped",429747,"Oct. 25, 2019",BE2D1823 : BE2D1823-18KW-S85,"18K White Gold Ballad Diamond Ring, Size 8.5",,,"Oct. 22, 2019",712.00,No,"Oct. 25, 2019","Oct. 21, 2019 08:18:08",Sales Order #2019480471,,1,No,https://partner.brilliantearth.com/production/record-165134/
"None,Shipped",429765,"Oct. 25, 2019",,,,,,,No,"Oct. 25, 2019","Oct. 21, 2019 08:36:43",Sales Order #2019480503,,,No,https://partner.brilliantearth.com/production/record-165074/
"None,Shipped",429765,"Oct. 25, 2019",BE2M254P : BE2M254P-18KW-S55,"18K White Gold Petite Twisted Vine Diamond Ring, Size 5.5",,,,611.38,No,"Oct. 25, 2019","Oct. 21, 2019 08:36:43",Sales Order #2019480503,,1,No,https://partner.brilliantearth.com/production/record-165074/
"None,Shipped",429767,"Oct. 28, 2019",,,,,"Oct. 22, 2019",,No,"Oct. 28, 2019","Oct. 21, 2019 08:36:51",Sales Order #2019480460,776826779260,,No,https://partner.brilliantearth.com/production/record-165240/
"None,Shipped",429767,"Oct. 28, 2019",BE1D54LC : BE1D54LC-18KW-N-S7,"18K White Gold Petite Twisted Vine Lab Diamond Ring, Size 7","Set with: - Dia stock # 3486370Y 0.40 Carat, Marquise, Good Cut, G Color, VS2 Clarity, 7.32 x 3.73 x 2.45 Measurements, Origin: Lab Created  - Cert # LG11365001  -Inscription: No  Arriving from San Francisco on 10/23/2019   Stone Insurance Value:337.32","Oct. 22, 2019","Oct. 22, 2019",1884.00,No,"Oct. 28, 2019","Oct. 21, 2019 08:36:51",Sales Order #2019480460,776826779260,1,No,https://partner.brilliantearth.com/production/record-165240/
"None,Shipped",429828,"Oct. 29, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 29, 2019","Oct. 21, 2019 09:36:46",Sales Order #2019480014,776840326590,,No,https://partner.brilliantearth.com/production/record-165294/
"None,Shipped",429828,"Oct. 29, 2019",BE1PD25R25 : BE1PD25R25-18KW-N-S6,"18K White Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 6","Set with: - Dia stock # 3347706A 0.51 Carat, Round, Super Ideal Cut, I Color, SI2 Clarity, 5.10 x 5.07 x 3.19 Measurements, Origin: Russia  - Cert # 7318167480  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:872.00","Oct. 25, 2019","Oct. 25, 2019",1664.00,No,"Oct. 29, 2019","Oct. 21, 2019 09:36:46",Sales Order #2019480014,776840326590,1,No,https://partner.brilliantearth.com/production/record-165294/
"None,Shipped",429840,"Oct. 28, 2019",,,,,,,No,"Oct. 28, 2019","Oct. 21, 2019 09:41:22",Sales Order #2019480512,776826779260,,No,https://partner.brilliantearth.com/production/record-165242/
"None,Shipped",429840,"Oct. 28, 2019",BE1D54LC : BE1D54LC-18KW-N-S8,"18K White Gold Petite Twisted Vine Lab Diamond Ring, Size 8","Set with: - Dia stock # 3098633AB 0.34 Carat, Oval, Very Good Cut, E Color, SI2 Clarity, 5.73 x 4.05 x 2.31 Measurements, Origin: Lab Created  - Cert # 250607354  -Inscription: No  Arriving from San Francisco on 10/23/2019   Stone Insurance Value:192.00","Oct. 23, 2019",,1160.00,No,"Oct. 28, 2019","Oct. 21, 2019 09:41:22",Sales Order #2019480512,776826779260,1,No,https://partner.brilliantearth.com/production/record-165242/
"Ready to Invoice,Shipped",429858,"Oct. 28, 2019",,,,,"Oct. 22, 2019",,No,"Oct. 28, 2019","Oct. 21, 2019 10:04:24",Sales Order #2019480087,776826779260,,No,https://partner.brilliantearth.com/production/record-165182/
"Ready to Invoice,Shipped",429858,"Oct. 28, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S5,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 5","Set with: - Dia stock # 3480180Y 1.70 Carat, Princess, Super Ideal Cut, J Color, VVS2 Clarity, 6.54 x 6.51 x 4.49 Measurements, Origin: Lab Created  - Cert # LG11317813  -Inscription: No  Arriving from San Francisco on 10/23/2019   Stone Insurance Value:2192.00","Oct. 22, 2019","Oct. 22, 2019",2984.00,No,"Oct. 28, 2019","Oct. 21, 2019 10:04:24",Sales Order #2019480087,776826779260,1,No,https://partner.brilliantearth.com/production/record-165182/
"None,Shipped",429867,"Oct. 25, 2019",,,,,,,No,"Oct. 25, 2019","Oct. 21, 2019 10:11:30",Sales Order #2019479850,,,No,https://partner.brilliantearth.com/production/record-165179/
"None,Shipped",429867,"Oct. 25, 2019",BE2D1812 : BE2D1812-18KW-S65,"18K White Gold Flair Diamond Ring, Size 6.5",,,,792.00,No,"Oct. 25, 2019","Oct. 21, 2019 10:11:30",Sales Order #2019479850,,1,No,https://partner.brilliantearth.com/production/record-165179/
"None,Shipped",429886,"Oct. 25, 2019",,,,,,,No,"Oct. 25, 2019","Oct. 21, 2019 10:55:52",Sales Order #2019480222,,,No,https://partner.brilliantearth.com/production/record-165202/
"None,Shipped",429886,"Oct. 25, 2019",BE264 : BE264-18KW-S75,"18K White Gold Luxe Ballad Diamond Ring (1/4 ct. wt.), Size 7.5",,,,792.00,No,"Oct. 25, 2019","Oct. 21, 2019 10:55:52",Sales Order #2019480222,,1,No,https://partner.brilliantearth.com/production/record-165202/
"None,Shipped",429926,"Oct. 22, 2019",,,,,,,No,"Oct. 22, 2019","Oct. 21, 2019 11:41:49",Sales Order #2019480272,776778840820,,No,https://partner.brilliantearth.com/production/record-165238/
"None,Shipped",429926,"Oct. 22, 2019",BE2D1812 : BE2D1812-18KW-S6,"18K White Gold Flair Diamond Ring, Size 6",Please pull ring from stock and send to SF,,,792.00,No,"Oct. 22, 2019","Oct. 21, 2019 11:41:49",Sales Order #2019480272,776778840820,1,No,https://partner.brilliantearth.com/production/record-165238/
"Attach Drop Ship,New Message,Pending Lab Screen",429954,"Nov. 01, 2019",,,,,,,Yes,,"Oct. 21, 2019 12:47:45",Sales Order #2019480230,,,No,https://partner.brilliantearth.com/production/record-165524/
"Attach Drop Ship,New Message,Pending Lab Screen",429954,"Nov. 01, 2019",BE2D1812 : BE2D1812-18KW-S45,"18K White Gold Flair Diamond Ring, Size 4.5",,,,792.00,Yes,,"Oct. 21, 2019 12:47:45",Sales Order #2019480230,,1,No,https://partner.brilliantearth.com/production/record-165524/
"Attach Drop Ship,Pending Lab Screen",429961,"Nov. 01, 2019",,,,,"Oct. 30, 2019",,Yes,,"Oct. 21, 2019 13:05:08",Sales Order #2019480233,,,No,https://partner.brilliantearth.com/production/record-165430/
"Attach Drop Ship,Pending Lab Screen",429961,"Nov. 01, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S575,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 5.75","Set with: - Dia stock # 3482397Y 0.80 Carat, Princess, Very Good Cut, H Color, VVS2 Clarity, 4.94 x 4.92 x 3.60 Measurements, Origin: Lab Created  - Cert # LGM3E58105  -Inscription: No  Arriving from San Francisco on 10/23/2019   Stone Insurance Value:864.00","Oct. 30, 2019","Oct. 30, 2019",1656.00,Yes,,"Oct. 21, 2019 13:05:08",Sales Order #2019480233,,1,No,https://partner.brilliantearth.com/production/record-165430/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",429975,"Oct. 30, 2019",,,,,"Oct. 28, 2019",,Yes,"Oct. 30, 2019","Oct. 21, 2019 13:12:37",Sales Order #2019480569,,,No,https://partner.brilliantearth.com/production/record-165398/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",429975,"Oct. 30, 2019",BE164 : BE164-PT-N-S5,"Platinum Luxe Ballad Diamond Ring, Size 5","Set with: - Dia stock # 3452844A 1.02 Carat, Oval, Ideal Cut, G Color, VVS2 Clarity, 7.67 x 5.72 x 3.63 Measurements, Origin: Botswana Sort  - Cert # 1333623819  -Inscription: No  Arriving from San Francisco on 10/29/2019   Stone Insurance Value:5200.00","Oct. 25, 2019","Oct. 28, 2019",6520.00,Yes,"Oct. 30, 2019","Oct. 21, 2019 13:12:37",Sales Order #2019480569,,1,No,https://partner.brilliantearth.com/production/record-165398/
